0,allowed_discounted_price,discounted_amount,product_id,product_name_x,qty,sale_date,sales_id,sub_total,unit_selling_price (after_discount)
,35.99,45.0,627.0,Under Armour Girls' Toddler Spine Surge Runni,5.0,01-11-2013 00:00,38866.0,154.95,30.99
,22.49,30.0,778.0,Bag Boy Beverage Holder,4.0,01-11-2013 00:00,38867.0,69.96,17.49
,50.99,70.0,365.0,Perfect Fitness Perfect Rip Deck,5.0,01-11-2013 00:00,38869.0,229.95,45.99
,42.5,50.0,502.0,Nike Men's Dri-FIT Victory Golf Polo,4.0,01-11-2013 00:00,38875.0,150.0,37.5
,84.99,80.0,191.0,Nike Men's Free 5.0+ Running Shoe,4.0,01-11-2013 00:00,38882.0,319.96,79.99
,26.99,40.0,977.0,ENO Atlas Hammock Straps,5.0,01-11-2013 00:00,38887.0,109.95,21.99
,44.98,50.0,1014.0,O'Brien Men's Neoprene Life Vest,5.0,01-11-2013 00:00,38894.0,199.9,39.98
,84.99,100.0,191.0,Nike Men's Free 5.0+ Running Shoe,5.0,01-11-2013 00:00,38902.0,399.95,79.99
,50.99,70.0,365.0,Perfect Fitness Perfect Rip Deck,5.0,01-11-2013 00:00,38908.0,229.95,45.99
,50.99,56.0,365.0,Perfect Fitness Perfect Rip Deck,4.0,01-11-2013 00:00,38909.0,183.96,45.99
,50.99,56.0,365.0,Perfect Fitness Perfect Rip Deck,4.0,01-11-2013 00:00,38910.0,183.96,45.99
,18.99,24.0,703.0,Top Flite Women's 2014 XL Hybrid,4.0,01-11-2013 00:00,38922.0,55.96,13.989999999999998
,44.98,40.0,1014.0,O'Brien Men's Neoprene Life Vest,4.0,01-11-2013 00:00,38925.0,159.92,39.98
,42.5,50.0,502.0,Nike Men's Dri-FIT Victory Golf Polo,4.0,01-11-2013 00:00,38927.0,150.0,37.5
,35.99,45.0,627.0,Under Armour Girls' Toddler Spine Surge Runni,5.0,01-11-2013 00:00,38929.0,154.95,30.99
,42.5,62.5,502.0,Nike Men's Dri-FIT Victory Golf Polo,5.0,01-11-2013 00:00,38940.0,187.5,37.5
,44.98,40.0,1014.0,O'Brien Men's Neoprene Life Vest,4.0,01-11-2013 00:00,38950.0,159.92,39.98
,44.98,50.0,1014.0,O'Brien Men's Neoprene Life Vest,5.0,01-11-2013 00:00,38953.0,199.9,39.98
,84.99,100.0,191.0,Nike Men's Free 5.0+ Running Shoe,5.0,01-11-2013 00:00,38956.0,399.95,79.99
,42.5,62.5,502.0,Nike Men's Dri-FIT Victory Golf Polo,5.0,01-11-2013 00:00,38957.0,187.5,37.5
,18.99,24.0,810.0,Glove It Women's Mod Oval Golf Glove,4.0,01-11-2013 00:00,38961.0,55.96,13.989999999999998
,84.99,100.0,191.0,Nike Men's Free 5.0+ Running Shoe,5.0,01-11-2013 00:00,38968.0,399.95,79.99
,50.99,70.0,365.0,Perfect Fitness Perfect Rip Deck,5.0,01-11-2013 00:00,38969.0,229.95,45.99
,50.99,56.0,365.0,Perfect Fitness Perfect Rip Deck,4.0,01-11-2013 00:00,38977.0,183.96,45.99
,50.99,56.0,365.0,Perfect Fitness Perfect Rip Deck,4.0,01-11-2013 00:00,38980.0,183.96,45.99
,35.99,36.0,627.0,Under Armour Girls' Toddler Spine Surge Runni,4.0,01-11-2013 00:00,38983.0,123.96,30.99
,42.5,62.5,502.0,Nike Men's Dri-FIT Victory Golf Polo,5.0,01-11-2013 00:00,38990.0,187.5,37.5
,84.99,80.0,191.0,Nike Men's Free 5.0+ Running Shoe,4.0,01-11-2013 00:00,38996.0,319.96,79.99
,50.99,70.0,365.0,Perfect Fitness Perfect Rip Deck,5.0,01-11-2013 00:00,38997.0,229.95,45.99
,50.99,70.0,365.0,Perfect Fitness Perfect Rip Deck,5.0,01-11-2013 00:00,38998.0,229.95,45.99
,50.99,56.0,365.0,Perfect Fitness Perfect Rip Deck,4.0,01-11-2013 00:00,39006.0,183.96,45.99
,44.98,50.0,1014.0,O'Brien Men's Neoprene Life Vest,5.0,01-11-2013 00:00,39010.0,199.9,39.98
,35.99,45.0,627.0,Under Armour Girls' Toddler Spine Surge Runni,5.0,01-11-2013 00:00,39014.0,154.95,30.99
,50.99,56.0,365.0,Perfect Fitness Perfect Rip Deck,4.0,01-11-2013 00:00,39016.0,183.96,45.99
,42.5,50.0,502.0,Nike Men's Dri-FIT Victory Golf Polo,4.0,01-11-2013 00:00,39017.0,150.0,37.5
,42.5,62.5,502.0,Nike Men's Dri-FIT Victory Golf Polo,5.0,01-11-2013 00:00,39018.0,187.5,37.5
,50.99,56.0,365.0,Perfect Fitness Perfect Rip Deck,4.0,01-11-2013 00:00,39019.0,183.96,45.99
,50.99,70.0,365.0,Perfect Fitness Perfect Rip Deck,5.0,01-11-2013 00:00,39024.0,229.95,45.99
,28.79,32.8,276.0,Under Armour Women's Ignite Slide,4.0,01-11-2013 00:00,39025.0,95.16,23.79
,44.98,40.0,1014.0,O'Brien Men's Neoprene Life Vest,4.0,01-11-2013 00:00,39026.0,159.92,39.98
,84.99,80.0,191.0,Nike Men's Free 5.0+ Running Shoe,4.0,01-11-2013 00:00,39027.0,319.96,79.99
,50.99,70.0,365.0,Perfect Fitness Perfect Rip Deck,5.0,01-11-2013 00:00,39028.0,229.95,45.99
,44.98,40.0,1014.0,O'Brien Men's Neoprene Life Vest,4.0,01-11-2013 00:00,39034.0,159.92,39.98
,22.49,30.0,886.0,Team Golf San Francisco Giants Putter Grip,4.0,01-11-2013 00:00,39046.0,69.96,17.49
,50.99,56.0,365.0,Perfect Fitness Perfect Rip Deck,4.0,01-11-2013 00:00,39048.0,183.96,45.99
,84.99,80.0,191.0,Nike Men's Free 5.0+ Running Shoe,4.0,01-11-2013 00:00,39057.0,319.96,79.99
,84.99,80.0,191.0,Nike Men's Free 5.0+ Running Shoe,4.0,01-11-2013 00:00,39059.0,319.96,79.99
,35.99,36.0,627.0,Under Armour Girls' Toddler Spine Surge Runni,4.0,01-11-2013 00:00,39066.0,123.96,30.99
,50.99,70.0,365.0,Perfect Fitness Perfect Rip Deck,5.0,01-11-2013 00:00,39075.0,229.95,45.99
,84.99,100.0,191.0,Nike Men's Free 5.0+ Running Shoe,5.0,01-11-2013 00:00,39078.0,399.95,79.99
,42.5,62.5,502.0,Nike Men's Dri-FIT Victory Golf Polo,5.0,01-11-2013 00:00,39084.0,187.5,37.5
,50.99,70.0,365.0,Perfect Fitness Perfect Rip Deck,5.0,01-11-2013 00:00,39087.0,229.95,45.99
,84.99,80.0,191.0,Nike Men's Free 5.0+ Running Shoe,4.0,01-11-2013 00:00,39088.0,319.96,79.99
,35.99,45.0,627.0,Under Armour Girls' Toddler Spine Surge Runni,5.0,01-11-2013 00:00,39089.0,154.95,30.99
,22.49,30.0,893.0,Team Golf Pittsburgh Steelers Putter Grip,4.0,01-11-2013 00:00,39093.0,69.96,17.49
,44.98,50.0,1014.0,O'Brien Men's Neoprene Life Vest,5.0,01-11-2013 00:00,39096.0,199.9,39.98
,50.99,70.0,365.0,Perfect Fitness Perfect Rip Deck,5.0,01-11-2013 00:00,39100.0,229.95,45.99
,44.98,50.0,1014.0,O'Brien Men's Neoprene Life Vest,5.0,01-11-2013 00:00,39119.0,199.9,39.98
,44.98,40.0,1014.0,O'Brien Men's Neoprene Life Vest,4.0,01-11-2013 00:00,39121.0,159.92,39.98
,44.98,40.0,1014.0,O'Brien Men's Neoprene Life Vest,4.0,01-11-2013 00:00,39129.0,159.92,39.98
,50.99,56.0,365.0,Perfect Fitness Perfect Rip Deck,4.0,01-11-2013 00:00,39132.0,183.96,45.99
,35.99,36.0,627.0,Under Armour Girls' Toddler Spine Surge Runni,4.0,01-11-2013 00:00,39134.0,123.96,30.99
,84.99,80.0,191.0,Nike Men's Free 5.0+ Running Shoe,4.0,01-11-2013 00:00,39138.0,319.96,79.99
,42.5,50.0,502.0,Nike Men's Dri-FIT Victory Golf Polo,4.0,01-11-2013 00:00,39143.0,150.0,37.5
,42.5,50.0,502.0,Nike Men's Dri-FIT Victory Golf Polo,4.0,01-11-2013 00:00,39144.0,150.0,37.5
,84.99,100.0,191.0,Nike Men's Free 5.0+ Running Shoe,5.0,01-11-2013 00:00,39146.0,399.95,79.99
,42.5,62.5,502.0,Nike Men's Dri-FIT Victory Golf Polo,5.0,01-11-2013 00:00,39149.0,187.5,37.5
,42.5,50.0,502.0,Nike Men's Dri-FIT Victory Golf Polo,4.0,01-11-2013 00:00,39150.0,150.0,37.5
,35.99,45.0,572.0,TYR Boys' Team Digi Jammer,5.0,01-11-2013 00:00,39153.0,154.95,30.99
,35.99,45.0,627.0,Under Armour Girls' Toddler Spine Surge Runni,5.0,01-11-2013 00:00,39154.0,154.95,30.99
,27.0,40.0,642.0,Columbia Men's PFG Anchor Tough T-Shirt,5.0,01-11-2013 00:00,39161.0,110.0,22.0
,35.99,45.0,627.0,Under Armour Girls' Toddler Spine Surge Runni,5.0,01-11-2013 00:00,39166.0,154.95,30.99
,42.5,62.5,502.0,Nike Men's Dri-FIT Victory Golf Polo,5.0,01-11-2013 00:00,39176.0,187.5,37.5
,50.99,56.0,365.0,Perfect Fitness Perfect Rip Deck,4.0,01-11-2013 00:00,39180.0,183.96,45.99
,44.98,40.0,1014.0,O'Brien Men's Neoprene Life Vest,4.0,01-11-2013 00:00,39192.0,159.92,39.98
,44.98,50.0,1014.0,O'Brien Men's Neoprene Life Vest,5.0,01-11-2013 00:00,39197.0,199.9,39.98
,44.98,50.0,1014.0,O'Brien Men's Neoprene Life Vest,5.0,01-11-2013 00:00,39198.0,199.9,39.98
,44.98,50.0,1014.0,O'Brien Men's Neoprene Life Vest,5.0,01-11-2013 00:00,39199.0,199.9,39.98
,28.79,32.8,276.0,Under Armour Women's Ignite Slide,4.0,01-11-2013 00:00,39205.0,95.16,23.79
,50.99,70.0,365.0,Perfect Fitness Perfect Rip Deck,5.0,01-11-2013 00:00,39209.0,229.95,45.99
,28.79,32.8,835.0,Bridgestone e6 Straight Distance NFL Carolina,4.0,01-11-2013 00:00,39210.0,95.16,23.79
,42.5,50.0,502.0,Nike Men's Dri-FIT Victory Golf Polo,4.0,01-11-2013 00:00,39215.0,150.0,37.5
,50.99,70.0,365.0,Perfect Fitness Perfect Rip Deck,5.0,01-11-2013 00:00,39216.0,229.95,45.99
,44.98,50.0,1014.0,O'Brien Men's Neoprene Life Vest,5.0,01-11-2013 00:00,39224.0,199.9,39.98
,42.5,50.0,502.0,Nike Men's Dri-FIT Victory Golf Polo,4.0,02-11-2013 00:00,39232.0,150.0,37.5
,84.99,80.0,191.0,Nike Men's Free 5.0+ Running Shoe,4.0,02-11-2013 00:00,39243.0,319.96,79.99
,50.99,56.0,365.0,Perfect Fitness Perfect Rip Deck,4.0,02-11-2013 00:00,39246.0,183.96,45.99
,42.5,62.5,502.0,Nike Men's Dri-FIT Victory Golf Polo,5.0,02-11-2013 00:00,39247.0,187.5,37.5
,31.49,34.0,37.0,adidas Kids' F5 Messi FG Soccer Cleat,4.0,02-11-2013 00:00,39249.0,105.96,26.49
,84.99,100.0,191.0,Nike Men's Free 5.0+ Running Shoe,5.0,02-11-2013 00:00,39251.0,399.95,79.99
,84.99,100.0,191.0,Nike Men's Free 5.0+ Running Shoe,5.0,02-11-2013 00:00,39253.0,399.95,79.99
,22.49,37.5,778.0,Bag Boy Beverage Holder,5.0,02-11-2013 00:00,39254.0,87.45,17.49
,50.99,70.0,365.0,Perfect Fitness Perfect Rip Deck,5.0,02-11-2013 00:00,39256.0,229.95,45.99
,84.99,80.0,191.0,Nike Men's Free 5.0+ Running Shoe,4.0,02-11-2013 00:00,39257.0,319.96,79.99
,35.99,45.0,627.0,Under Armour Girls' Toddler Spine Surge Runni,5.0,02-11-2013 00:00,39271.0,154.95,30.99
,50.99,56.0,365.0,Perfect Fitness Perfect Rip Deck,4.0,02-11-2013 00:00,39275.0,183.96,45.99
,35.99,45.0,627.0,Under Armour Girls' Toddler Spine Surge Runni,5.0,02-11-2013 00:00,39276.0,154.95,30.99
,84.99,100.0,191.0,Nike Men's Free 5.0+ Running Shoe,5.0,02-11-2013 00:00,39277.0,399.95,79.99
,50.99,70.0,365.0,Perfect Fitness Perfect Rip Deck,5.0,02-11-2013 00:00,39284.0,229.95,45.99
,50.99,56.0,365.0,Perfect Fitness Perfect Rip Deck,4.0,02-11-2013 00:00,39287.0,183.96,45.99
,35.99,36.0,627.0,Under Armour Girls' Toddler Spine Surge Runni,4.0,02-11-2013 00:00,39292.0,123.96,30.99
,50.99,56.0,365.0,Perfect Fitness Perfect Rip Deck,4.0,02-11-2013 00:00,39293.0,183.96,45.99
,35.99,36.0,627.0,Under Armour Girls' Toddler Spine Surge Runni,4.0,02-11-2013 00:00,39294.0,123.96,30.99
,42.5,50.0,502.0,Nike Men's Dri-FIT Victory Golf Polo,4.0,02-11-2013 00:00,39295.0,150.0,37.5
,44.98,40.0,1014.0,O'Brien Men's Neoprene Life Vest,4.0,02-11-2013 00:00,39303.0,159.92,39.98
,44.98,40.0,1014.0,O'Brien Men's Neoprene Life Vest,4.0,02-11-2013 00:00,39305.0,159.92,39.98
,44.98,40.0,1014.0,O'Brien Men's Neoprene Life Vest,4.0,02-11-2013 00:00,39307.0,159.92,39.98
,42.5,62.5,502.0,Nike Men's Dri-FIT Victory Golf Polo,5.0,02-11-2013 00:00,39310.0,187.5,37.5
,22.49,30.0,93.0,Under Armour Men's Tech II T-Shirt,4.0,02-11-2013 00:00,39311.0,69.96,17.49
,50.99,56.0,365.0,Perfect Fitness Perfect Rip Deck,4.0,02-11-2013 00:00,39313.0,183.96,45.99
,50.99,56.0,365.0,Perfect Fitness Perfect Rip Deck,4.0,02-11-2013 00:00,39317.0,183.96,45.99
,40.49,38.0,116.0,Nike Men's Comfort 2 Slide,4.0,02-11-2013 00:00,39326.0,141.96,35.49
,50.99,56.0,365.0,Perfect Fitness Perfect Rip Deck,4.0,02-11-2013 00:00,39329.0,183.96,45.99
,50.99,70.0,365.0,Perfect Fitness Perfect Rip Deck,5.0,02-11-2013 00:00,39333.0,229.95,45.99
,35.99,45.0,627.0,Under Armour Girls' Toddler Spine Surge Runni,5.0,02-11-2013 00:00,39345.0,154.95,30.99
,44.98,50.0,1014.0,O'Brien Men's Neoprene Life Vest,5.0,02-11-2013 00:00,39349.0,199.9,39.98
,50.99,70.0,365.0,Perfect Fitness Perfect Rip Deck,5.0,02-11-2013 00:00,39352.0,229.95,45.99
,50.99,70.0,365.0,Perfect Fitness Perfect Rip Deck,5.0,02-11-2013 00:00,39358.0,229.95,45.99
,28.79,41.0,282.0,Under Armour Women's Ignite PIP VI Slide,5.0,02-11-2013 00:00,39362.0,118.95,23.79
,42.5,62.5,502.0,Nike Men's Dri-FIT Victory Golf Polo,5.0,02-11-2013 00:00,39366.0,187.5,37.5
,27.0,40.0,642.0,Columbia Men's PFG Anchor Tough T-Shirt,5.0,02-11-2013 00:00,39374.0,110.0,22.0
,84.99,100.0,191.0,Nike Men's Free 5.0+ Running Shoe,5.0,02-11-2013 00:00,39376.0,399.95,79.99
,50.99,56.0,365.0,Perfect Fitness Perfect Rip Deck,4.0,02-11-2013 00:00,39383.0,183.96,45.99
,40.49,47.5,278.0,Under Armour Men's Compression EV SL Slide,5.0,02-11-2013 00:00,39388.0,177.45,35.49
,42.5,62.5,502.0,Nike Men's Dri-FIT Victory Golf Polo,5.0,02-11-2013 00:00,39405.0,187.5,37.5
,42.5,62.5,502.0,Nike Men's Dri-FIT Victory Golf Polo,5.0,02-11-2013 00:00,39410.0,187.5,37.5
,35.99,45.0,572.0,TYR Boys' Team Digi Jammer,5.0,02-11-2013 00:00,39411.0,154.95,30.99
,84.99,100.0,191.0,Nike Men's Free 5.0+ Running Shoe,5.0,02-11-2013 00:00,39413.0,399.95,79.99
,35.99,36.0,627.0,Under Armour Girls' Toddler Spine Surge Runni,4.0,02-11-2013 00:00,39417.0,123.96,30.99
,42.5,62.5,502.0,Nike Men's Dri-FIT Victory Golf Polo,5.0,02-11-2013 00:00,39419.0,187.5,37.5
,84.99,80.0,191.0,Nike Men's Free 5.0+ Running Shoe,4.0,02-11-2013 00:00,39420.0,319.96,79.99
,19.79,28.8,917.0,Glove It Women's Mod Oval 3-Zip Carry All Gol,4.0,02-11-2013 00:00,39421.0,59.16,14.79
,28.79,41.0,835.0,Bridgestone e6 Straight Distance NFL Carolina,5.0,02-11-2013 00:00,39424.0,118.95,23.79
,35.99,36.0,627.0,Under Armour Girls' Toddler Spine Surge Runni,4.0,02-11-2013 00:00,39426.0,123.96,30.99
,42.5,50.0,502.0,Nike Men's Dri-FIT Victory Golf Polo,4.0,02-11-2013 00:00,39429.0,150.0,37.5
,42.5,50.0,502.0,Nike Men's Dri-FIT Victory Golf Polo,4.0,02-11-2013 00:00,39431.0,150.0,37.5
,44.98,40.0,1014.0,O'Brien Men's Neoprene Life Vest,4.0,02-11-2013 00:00,39433.0,159.92,39.98
,44.98,50.0,1014.0,O'Brien Men's Neoprene Life Vest,5.0,02-11-2013 00:00,39434.0,199.9,39.98
,84.99,80.0,191.0,Nike Men's Free 5.0+ Running Shoe,4.0,02-11-2013 00:00,39436.0,319.96,79.99
,42.5,62.5,502.0,Nike Men's Dri-FIT Victory Golf Polo,5.0,02-11-2013 00:00,39453.0,187.5,37.5
,50.99,56.0,365.0,Perfect Fitness Perfect Rip Deck,4.0,02-11-2013 00:00,39455.0,183.96,45.99
,42.5,62.5,502.0,Nike Men's Dri-FIT Victory Golf Polo,5.0,02-11-2013 00:00,39457.0,187.5,37.5
,50.99,70.0,44.0,adidas Men's F10 Messi TRX FG Soccer Cleat,5.0,02-11-2013 00:00,39458.0,229.95,45.99
,50.99,70.0,365.0,Perfect Fitness Perfect Rip Deck,5.0,02-11-2013 00:00,39463.0,229.95,45.99
,42.5,50.0,502.0,Nike Men's Dri-FIT Victory Golf Polo,4.0,02-11-2013 00:00,39464.0,150.0,37.5
,50.99,70.0,365.0,Perfect Fitness Perfect Rip Deck,5.0,02-11-2013 00:00,39467.0,229.95,45.99
,50.99,70.0,365.0,Perfect Fitness Perfect Rip Deck,5.0,02-11-2013 00:00,39474.0,229.95,45.99
,44.98,50.0,1014.0,O'Brien Men's Neoprene Life Vest,5.0,02-11-2013 00:00,39480.0,199.9,39.98
,84.99,100.0,191.0,Nike Men's Free 5.0+ Running Shoe,5.0,03-11-2013 00:00,39487.0,399.95,79.99
,35.99,45.0,627.0,Under Armour Girls' Toddler Spine Surge Runni,5.0,03-11-2013 00:00,39495.0,154.95,30.99
,50.99,70.0,365.0,Perfect Fitness Perfect Rip Deck,5.0,03-11-2013 00:00,39499.0,229.95,45.99
,50.99,70.0,365.0,Perfect Fitness Perfect Rip Deck,5.0,03-11-2013 00:00,39500.0,229.95,45.99
,35.99,45.0,627.0,Under Armour Girls' Toddler Spine Surge Runni,5.0,03-11-2013 00:00,39501.0,154.95,30.99
,50.99,56.0,365.0,Perfect Fitness Perfect Rip Deck,4.0,03-11-2013 00:00,39502.0,183.96,45.99
,42.5,50.0,502.0,Nike Men's Dri-FIT Victory Golf Polo,4.0,03-11-2013 00:00,39504.0,150.0,37.5
,35.99,36.0,627.0,Under Armour Girls' Toddler Spine Surge Runni,4.0,03-11-2013 00:00,39516.0,123.96,30.99
,44.98,40.0,1014.0,O'Brien Men's Neoprene Life Vest,4.0,03-11-2013 00:00,39523.0,159.92,39.98
,42.5,62.5,502.0,Nike Men's Dri-FIT Victory Golf Polo,5.0,03-11-2013 00:00,39528.0,187.5,37.5
,42.5,62.5,502.0,Nike Men's Dri-FIT Victory Golf Polo,5.0,03-11-2013 00:00,39531.0,187.5,37.5
,50.99,56.0,365.0,Perfect Fitness Perfect Rip Deck,4.0,03-11-2013 00:00,39538.0,183.96,45.99
,35.99,36.0,627.0,Under Armour Girls' Toddler Spine Surge Runni,4.0,03-11-2013 00:00,39540.0,123.96,30.99
,22.49,30.0,897.0,Team Golf New England Patriots Putter Grip,4.0,03-11-2013 00:00,39546.0,69.96,17.49
,84.99,100.0,191.0,Nike Men's Free 5.0+ Running Shoe,5.0,03-11-2013 00:00,39551.0,399.95,79.99
,50.99,56.0,365.0,Perfect Fitness Perfect Rip Deck,4.0,03-11-2013 00:00,39561.0,183.96,45.99
,50.99,56.0,365.0,Perfect Fitness Perfect Rip Deck,4.0,03-11-2013 00:00,39573.0,183.96,45.99
,42.5,62.5,502.0,Nike Men's Dri-FIT Victory Golf Polo,5.0,03-11-2013 00:00,39582.0,187.5,37.5
,42.5,62.5,502.0,Nike Men's Dri-FIT Victory Golf Polo,5.0,03-11-2013 00:00,39586.0,187.5,37.5
,50.99,70.0,365.0,Perfect Fitness Perfect Rip Deck,5.0,03-11-2013 00:00,39591.0,229.95,45.99
,42.5,50.0,502.0,Nike Men's Dri-FIT Victory Golf Polo,4.0,03-11-2013 00:00,39602.0,150.0,37.5
,50.99,56.0,365.0,Perfect Fitness Perfect Rip Deck,4.0,03-11-2013 00:00,39607.0,183.96,45.99
,84.99,100.0,191.0,Nike Men's Free 5.0+ Running Shoe,5.0,03-11-2013 00:00,39615.0,399.95,79.99
,44.98,50.0,1014.0,O'Brien Men's Neoprene Life Vest,5.0,03-11-2013 00:00,39617.0,199.9,39.98
,50.99,70.0,365.0,Perfect Fitness Perfect Rip Deck,5.0,03-11-2013 00:00,39624.0,229.95,45.99
,35.99,45.0,627.0,Under Armour Girls' Toddler Spine Surge Runni,5.0,03-11-2013 00:00,39625.0,154.95,30.99
,42.5,62.5,502.0,Nike Men's Dri-FIT Victory Golf Polo,5.0,03-11-2013 00:00,39629.0,187.5,37.5
,50.99,70.0,365.0,Perfect Fitness Perfect Rip Deck,5.0,03-11-2013 00:00,39630.0,229.95,45.99
,35.99,45.0,627.0,Under Armour Girls' Toddler Spine Surge Runni,5.0,03-11-2013 00:00,39631.0,154.95,30.99
,14.24,28.75,792.0,Hirzl Men's Hybrid Golf Glove,5.0,03-11-2013 00:00,39632.0,46.2,9.24
,44.98,50.0,1014.0,O'Brien Men's Neoprene Life Vest,5.0,03-11-2013 00:00,39633.0,199.9,39.98
,44.98,40.0,1014.0,O'Brien Men's Neoprene Life Vest,4.0,03-11-2013 00:00,39642.0,159.92,39.98
,84.99,80.0,191.0,Nike Men's Free 5.0+ Running Shoe,4.0,03-11-2013 00:00,39647.0,319.96,79.99
,42.5,62.5,502.0,Nike Men's Dri-FIT Victory Golf Polo,5.0,03-11-2013 00:00,39657.0,187.5,37.5
,84.99,80.0,191.0,Nike Men's Free 5.0+ Running Shoe,4.0,03-11-2013 00:00,39661.0,319.96,79.99
,50.99,70.0,365.0,Perfect Fitness Perfect Rip Deck,5.0,03-11-2013 00:00,39676.0,229.95,45.99
,50.99,56.0,365.0,Perfect Fitness Perfect Rip Deck,4.0,03-11-2013 00:00,39679.0,183.96,45.99
,42.5,50.0,502.0,Nike Men's Dri-FIT Victory Golf Polo,4.0,03-11-2013 00:00,39681.0,150.0,37.5
,50.99,70.0,365.0,Perfect Fitness Perfect Rip Deck,5.0,03-11-2013 00:00,39683.0,229.95,45.99
,22.49,30.0,886.0,Team Golf San Francisco Giants Putter Grip,4.0,03-11-2013 00:00,39693.0,69.96,17.49
,44.98,40.0,1014.0,O'Brien Men's Neoprene Life Vest,4.0,03-11-2013 00:00,39695.0,159.92,39.98
,50.99,70.0,365.0,Perfect Fitness Perfect Rip Deck,5.0,03-11-2013 00:00,39697.0,229.95,45.99
,84.99,80.0,191.0,Nike Men's Free 5.0+ Running Shoe,4.0,03-11-2013 00:00,39701.0,319.96,79.99
,42.5,50.0,502.0,Nike Men's Dri-FIT Victory Golf Polo,4.0,03-11-2013 00:00,39704.0,150.0,37.5
,84.99,100.0,191.0,Nike Men's Free 5.0+ Running Shoe,5.0,03-11-2013 00:00,39705.0,399.95,79.99
,42.5,62.5,502.0,Nike Men's Dri-FIT Victory Golf Polo,5.0,03-11-2013 00:00,39708.0,187.5,37.5
,28.79,41.0,835.0,Bridgestone e6 Straight Distance NFL Carolina,5.0,03-11-2013 00:00,39712.0,118.95,23.79
,35.99,36.0,627.0,Under Armour Girls' Toddler Spine Surge Runni,4.0,03-11-2013 00:00,39722.0,123.96,30.99
,44.98,40.0,1014.0,O'Brien Men's Neoprene Life Vest,4.0,03-11-2013 00:00,39726.0,159.92,39.98
,50.99,70.0,365.0,Perfect Fitness Perfect Rip Deck,5.0,03-11-2013 00:00,39727.0,229.95,45.99
,84.99,80.0,191.0,Nike Men's Free 5.0+ Running Shoe,4.0,03-11-2013 00:00,39737.0,319.96,79.99
,50.99,70.0,365.0,Perfect Fitness Perfect Rip Deck,5.0,03-11-2013 00:00,39739.0,229.95,45.99
,42.5,62.5,502.0,Nike Men's Dri-FIT Victory Golf Polo,5.0,03-11-2013 00:00,39740.0,187.5,37.5
,50.99,70.0,365.0,Perfect Fitness Perfect Rip Deck,5.0,03-11-2013 00:00,39749.0,229.95,45.99
,50.99,56.0,365.0,Perfect Fitness Perfect Rip Deck,4.0,03-11-2013 00:00,39750.0,183.96,45.99
,42.5,62.5,502.0,Nike Men's Dri-FIT Victory Golf Polo,5.0,03-11-2013 00:00,39757.0,187.5,37.5
,42.5,62.5,502.0,Nike Men's Dri-FIT Victory Golf Polo,5.0,03-11-2013 00:00,39762.0,187.5,37.5
,44.98,40.0,1014.0,O'Brien Men's Neoprene Life Vest,4.0,03-11-2013 00:00,39765.0,159.92,39.98
,42.5,50.0,502.0,Nike Men's Dri-FIT Victory Golf Polo,4.0,03-11-2013 00:00,39770.0,150.0,37.5
,50.99,70.0,365.0,Perfect Fitness Perfect Rip Deck,5.0,03-11-2013 00:00,39775.0,229.95,45.99
,44.98,40.0,1014.0,O'Brien Men's Neoprene Life Vest,4.0,03-11-2013 00:00,39782.0,159.92,39.98
,42.5,62.5,502.0,Nike Men's Dri-FIT Victory Golf Polo,5.0,03-11-2013 00:00,39790.0,187.5,37.5
,42.5,50.0,502.0,Nike Men's Dri-FIT Victory Golf Polo,4.0,03-11-2013 00:00,39791.0,150.0,37.5
,42.5,50.0,502.0,Nike Men's Dri-FIT Victory Golf Polo,4.0,03-11-2013 00:00,39799.0,150.0,37.5
,50.99,70.0,365.0,Perfect Fitness Perfect Rip Deck,5.0,03-11-2013 00:00,39801.0,229.95,45.99
,35.99,45.0,627.0,Under Armour Girls' Toddler Spine Surge Runni,5.0,03-11-2013 00:00,39805.0,154.95,30.99
,42.5,50.0,502.0,Nike Men's Dri-FIT Victory Golf Polo,4.0,03-11-2013 00:00,39809.0,150.0,37.5
,35.99,45.0,627.0,Under Armour Girls' Toddler Spine Surge Runni,5.0,03-11-2013 00:00,39815.0,154.95,30.99
,44.98,40.0,1014.0,O'Brien Men's Neoprene Life Vest,4.0,03-11-2013 00:00,39816.0,159.92,39.98
,14.24,23.0,792.0,Hirzl Men's Hybrid Golf Glove,4.0,03-11-2013 00:00,39817.0,36.96,9.24
,84.99,80.0,191.0,Nike Men's Free 5.0+ Running Shoe,4.0,03-11-2013 00:00,39821.0,319.96,79.99
,44.98,50.0,1014.0,O'Brien Men's Neoprene Life Vest,5.0,03-11-2013 00:00,39822.0,199.9,39.98
,44.98,50.0,1014.0,O'Brien Men's Neoprene Life Vest,5.0,03-11-2013 00:00,39824.0,199.9,39.98
,27.0,40.0,172.0,Nike Women's Tempo Shorts,5.0,03-11-2013 00:00,39826.0,110.0,22.0
,44.19,51.2,821.0,Titleist Pro V1 High Numbers Personalized Gol,4.0,03-11-2013 00:00,39828.0,156.76,39.19
,44.19,51.2,823.0,Titleist Pro V1x High Numbers Personalized Go,4.0,03-11-2013 00:00,39830.0,156.76,39.19
,22.49,37.5,893.0,Team Golf Pittsburgh Steelers Putter Grip,5.0,03-11-2013 00:00,39834.0,87.45,17.49
